killing previous experiments...
initializing cxl memory...
I0914 15:28:37.015628 14365 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 15:28:37.015667 14365 Database.h:166] creating hash tables for database...
I0914 15:28:37.019378 14365 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 15:28:37.019538 14365 Database.h:146] district initialization finished in 0 milliseconds.
I0914 15:28:37.095942 14365 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 15:28:37.110445 14365 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 15:28:37.152709 14365 Database.h:146] item initialization finished in 42 milliseconds.
I0914 15:28:37.320472 14365 Database.h:146] stock initialization finished in 167 milliseconds.
I0914 15:28:37.357107 14365 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 15:28:37.357125 14365 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 15:28:37.358961 14365 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 15:28:37.359100 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.360229 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.361374 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.362527 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.363672 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.364821 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.365971 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.367125 14365 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 15:28:37.368283 14365 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 15:28:37.368476 14379 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 15:28:37.368484 14365 Coordinator.h:414] Coordinator 0 failed to connect 1(192.168.100.3:1234)'s listener 0, retry in 5 seconds.
I0914 15:28:42.368655 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368669 14365 Coordinator.h:423] Coordinator 0 connected to 1
I0914 15:28:42.368757 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368758 14365 Coordinator.h:423] Coordinator 0 connected to 2
I0914 15:28:42.368773 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368793 14379 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 15:28:42.368803 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368805 14379 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 15:28:42.368809 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368810 14379 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 15:28:42.368830 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368832 14365 Coordinator.h:423] Coordinator 0 connected to 3
I0914 15:28:42.368901 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368902 14365 Coordinator.h:423] Coordinator 0 connected to 4
I0914 15:28:42.368954 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.368956 14365 Coordinator.h:423] Coordinator 0 connected to 5
I0914 15:28:42.368976 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.368978 14379 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 15:28:42.368999 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369000 14379 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 15:28:42.369009 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.369009 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369012 14365 Coordinator.h:423] Coordinator 0 connected to 6
I0914 15:28:42.369014 14379 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 15:28:42.369077 14379 Socket.h:69] Disabling nagle
I0914 15:28:42.369081 14379 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 15:28:42.369082 14379 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 15:28:42.369081 14365 Socket.h:69] Disabling nagle
I0914 15:28:42.369097 14365 Coordinator.h:423] Coordinator 0 connected to 7
I0914 15:28:42.369153 14365 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 15:28:42.369169 14365 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 15:28:42.369271 14365 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 15:28:42.369308 14380 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 15:28:42.369333 14365 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 15:28:42.369352 14381 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 15:28:42.369383 14382 Executor.h:74] Executor 0 starts.
I0914 15:28:42.369405 14382 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 15:28:42.369431 14384 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 15:28:42.369470 14383 Executor.h:74] Executor 1 starts.
I0914 15:28:42.369477 14383 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 15:28:43.369494 14365 Coordinator.h:237] commit: 136408 abort: 6416 (648/5399/369), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1965572, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 15:38:23.390636 14933 Coordinator.h:237] commit: 73391 abort: 3707 (348/3087/272), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 31092, avg network size: 0.423649, si_in_serializable: 0 0 %, local: 50.0661 %, local_access: 1028477, local_cxl_access: 384304 (37.3663%), remote_access: 36050, remote_access_with_req: 1074 (2.9792%), data_move_in: 1017, n_data_move_out: 0
I0914 15:38:24.390954 14933 Coordinator.h:237] commit: 73144 abort: 3704 (401/3031/272), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 30432, avg network size: 0.416056, si_in_serializable: 0 0 %, local: 50.4211 %, local_access: 1029052, local_cxl_access: 385807 (37.4915%), remote_access: 36237, remote_access_with_req: 1056 (2.91415%), data_move_in: 1015, n_data_move_out: 0
I0914 15:38:25.391274 14933 Coordinator.h:237] commit: 73845 abort: 3663 (391/3009/263), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 29084, avg network size: 0.393852, si_in_serializable: 0 0 %, local: 50.0697 %, local_access: 1035867, local_cxl_access: 389466 (37.5981%), remote_access: 36249, remote_access_with_req: 1003 (2.76697%), data_move_in: 982, n_data_move_out: 0
I0914 15:38:26.391602 14933 Coordinator.h:237] commit: 74093 abort: 3662 (389/3019/254), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27132, avg network size: 0.366188, si_in_serializable: 0 0 %, local: 50.4002 %, local_access: 1034826, local_cxl_access: 387921 (37.4866%), remote_access: 36641, remote_access_with_req: 942 (2.57089%), data_move_in: 941, n_data_move_out: 0
I0914 15:38:27.391908 14933 Coordinator.h:237] commit: 73181 abort: 3553 (367/2935/251), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 30940, avg network size: 0.422787, si_in_serializable: 0 0 %, local: 50.3232 %, local_access: 1027069, local_cxl_access: 386772 (37.6578%), remote_access: 36067, remote_access_with_req: 1070 (2.9667%), data_move_in: 950, n_data_move_out: 0
I0914 15:38:28.392256 14933 Coordinator.h:237] commit: 73782 abort: 3716 (383/3074/259), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 26600, avg network size: 0.360522, si_in_serializable: 0 0 %, local: 50.1925 %, local_access: 1028725, local_cxl_access: 386342 (37.5554%), remote_access: 36297, remote_access_with_req: 918 (2.52913%), data_move_in: 941, n_data_move_out: 0
I0914 15:38:29.392544 14933 Coordinator.h:237] commit: 73347 abort: 3621 (344/3023/254), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 26488, avg network size: 0.361133, si_in_serializable: 0 0 %, local: 50.4424 %, local_access: 1024065, local_cxl_access: 385769 (37.6704%), remote_access: 36215, remote_access_with_req: 918 (2.53486%), data_move_in: 946, n_data_move_out: 0
I0914 15:38:30.392863 14933 Coordinator.h:237] commit: 72929 abort: 3749 (373/3109/267), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 27312, avg network size: 0.374501, si_in_serializable: 0 0 %, local: 50.2036 %, local_access: 1020886, local_cxl_access: 384671 (37.6801%), remote_access: 36058, remote_access_with_req: 943 (2.61523%), data_move_in: 905, n_data_move_out: 0
I0914 15:38:31.393160 14933 Coordinator.h:237] commit: 73588 abort: 3729 (380/3094/255), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 24868, avg network size: 0.337936, si_in_serializable: 0 0 %, local: 49.8899 %, local_access: 1030536, local_cxl_access: 389246 (37.7712%), remote_access: 36158, remote_access_with_req: 858 (2.37292%), data_move_in: 918, n_data_move_out: 0
I0914 15:38:32.393503 14933 Coordinator.h:237] commit: 74182 abort: 3492 (356/2920/216), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23748, avg network size: 0.320132, si_in_serializable: 0 0 %, local: 50.2251 %, local_access: 1033734, local_cxl_access: 390638 (37.789%), remote_access: 36528, remote_access_with_req: 822 (2.25033%), data_move_in: 803, n_data_move_out: 0
I0914 15:38:33.393813 14933 Coordinator.h:237] commit: 72960 abort: 3638 (340/3031/267), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 24428, avg network size: 0.334814, si_in_serializable: 0 0 %, local: 50.0713 %, local_access: 1023405, local_cxl_access: 387473 (37.8612%), remote_access: 35774, remote_access_with_req: 843 (2.35646%), data_move_in: 828, n_data_move_out: 0
I0914 15:38:34.394132 14933 Coordinator.h:237] commit: 73000 abort: 3590 (356/2984/250), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 23652, avg network size: 0.324, si_in_serializable: 0 0 %, local: 50.2973 %, local_access: 1021538, local_cxl_access: 386408 (37.8261%), remote_access: 36055, remote_access_with_req: 815 (2.26044%), data_move_in: 818, n_data_move_out: 0
I0914 15:38:35.394414 14933 Coordinator.h:237] commit: 72648 abort: 3597 (384/2950/263), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 24352, avg network size: 0.335205, si_in_serializable: 0 0 %, local: 50.3455 %, local_access: 1015438, local_cxl_access: 384291 (37.8449%), remote_access: 35866, remote_access_with_req: 845 (2.35599%), data_move_in: 776, n_data_move_out: 0
I0914 15:38:36.394768 14933 Coordinator.h:237] commit: 73222 abort: 3554 (378/2920/256), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21388, avg network size: 0.292098, si_in_serializable: 0 0 %, local: 49.9399 %, local_access: 1023823, local_cxl_access: 389057 (38.0004%), remote_access: 35758, remote_access_with_req: 740 (2.06947%), data_move_in: 775, n_data_move_out: 0
I0914 15:38:37.395042 14933 Coordinator.h:237] commit: 72722 abort: 3618 (356/2974/288), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 22680, avg network size: 0.311873, si_in_serializable: 0 0 %, local: 50.3355 %, local_access: 1016666, local_cxl_access: 385298 (37.8982%), remote_access: 35924, remote_access_with_req: 785 (2.18517%), data_move_in: 749, n_data_move_out: 0
I0914 15:38:38.395390 14933 Coordinator.h:237] commit: 72943 abort: 3536 (353/2941/242), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21972, avg network size: 0.301222, si_in_serializable: 0 0 %, local: 50.4627 %, local_access: 1016271, local_cxl_access: 386317 (38.0132%), remote_access: 36130, remote_access_with_req: 759 (2.10075%), data_move_in: 761, n_data_move_out: 0
I0914 15:38:39.395643 14933 Coordinator.h:237] commit: 73207 abort: 3445 (334/2874/237), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20448, avg network size: 0.279318, si_in_serializable: 0 0 %, local: 50.1264 %, local_access: 1023000, local_cxl_access: 389016 (38.027%), remote_access: 35965, remote_access_with_req: 708 (1.96858%), data_move_in: 761, n_data_move_out: 0
I0914 15:38:40.395959 14933 Coordinator.h:237] commit: 73148 abort: 3523 (376/2897/250), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21380, avg network size: 0.292284, si_in_serializable: 0 0 %, local: 49.8783 %, local_access: 1023155, local_cxl_access: 390272 (38.144%), remote_access: 35706, remote_access_with_req: 738 (2.06688%), data_move_in: 777, n_data_move_out: 0
I0914 15:38:41.396258 14933 Coordinator.h:237] commit: 72777 abort: 3486 (348/2908/230), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 21196, avg network size: 0.291246, si_in_serializable: 0 0 %, local: 50.0886 %, local_access: 1015327, local_cxl_access: 385815 (37.9991%), remote_access: 35725, remote_access_with_req: 734 (2.05458%), data_move_in: 733, n_data_move_out: 0
I0914 15:38:42.396607 14933 Coordinator.h:237] commit: 72719 abort: 3523 (346/2905/272), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19252, avg network size: 0.264745, si_in_serializable: 0 0 %, local: 50.3679 %, local_access: 1012875, local_cxl_access: 385025 (38.0131%), remote_access: 36023, remote_access_with_req: 665 (1.84604%), data_move_in: 692, n_data_move_out: 0
I0914 15:38:43.396895 14933 Coordinator.h:237] commit: 72565 abort: 3452 (336/2879/237), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19320, avg network size: 0.266244, si_in_serializable: 0 0 %, local: 50.1178 %, local_access: 1015162, local_cxl_access: 387401 (38.1615%), remote_access: 35584, remote_access_with_req: 669 (1.88006%), data_move_in: 688, n_data_move_out: 0
I0914 15:38:44.397218 14933 Coordinator.h:237] commit: 72188 abort: 3577 (340/2990/247), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 19884, avg network size: 0.275447, si_in_serializable: 0 0 %, local: 50.3172 %, local_access: 1005407, local_cxl_access: 382793 (38.0734%), remote_access: 35709, remote_access_with_req: 690 (1.93229%), data_move_in: 699, n_data_move_out: 0
I0914 15:38:45.397511 14933 Coordinator.h:237] commit: 71961 abort: 3501 (355/2891/255), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 20556, avg network size: 0.285655, si_in_serializable: 0 0 %, local: 50.2953 %, local_access: 1008107, local_cxl_access: 385322 (38.2223%), remote_access: 35346, remote_access_with_req: 709 (2.00588%), data_move_in: 649, n_data_move_out: 0
I0914 15:38:46.397863 14933 Coordinator.h:237] commit: 72310 abort: 3454 (346/2862/246), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18796, avg network size: 0.259936, si_in_serializable: 0 0 %, local: 50.4716 %, local_access: 1012012, local_cxl_access: 387111 (38.2516%), remote_access: 35679, remote_access_with_req: 653 (1.83021%), data_move_in: 695, n_data_move_out: 0
I0914 15:38:47.398159 14933 Coordinator.h:237] commit: 72088 abort: 3456 (350/2861/245), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18228, avg network size: 0.252858, si_in_serializable: 0 0 %, local: 50.154 %, local_access: 1012202, local_cxl_access: 387483 (38.2812%), remote_access: 35370, remote_access_with_req: 633 (1.78965%), data_move_in: 677, n_data_move_out: 0
I0914 15:38:48.398485 14933 Coordinator.h:237] commit: 72049 abort: 3540 (391/2898/251), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17832, avg network size: 0.247498, si_in_serializable: 0 0 %, local: 50.2228 %, local_access: 1007377, local_cxl_access: 385406 (38.2584%), remote_access: 35465, remote_access_with_req: 618 (1.74256%), data_move_in: 638, n_data_move_out: 0
I0914 15:38:49.398777 14933 Coordinator.h:237] commit: 72157 abort: 3544 (379/2912/253), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17908, avg network size: 0.248181, si_in_serializable: 0 0 %, local: 50.1337 %, local_access: 1004623, local_cxl_access: 383480 (38.1715%), remote_access: 35446, remote_access_with_req: 621 (1.75196%), data_move_in: 599, n_data_move_out: 0
I0914 15:38:50.399098 14933 Coordinator.h:237] commit: 71846 abort: 3433 (329/2838/266), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 18856, avg network size: 0.26245, si_in_serializable: 0 0 %, local: 50.1698 %, local_access: 1010311, local_cxl_access: 388216 (38.4254%), remote_access: 35250, remote_access_with_req: 652 (1.84965%), data_move_in: 564, n_data_move_out: 0
I0914 15:38:51.399407 14933 Coordinator.h:237] commit: 72435 abort: 3414 (357/2820/237), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 17212, avg network size: 0.23762, si_in_serializable: 0 0 %, local: 50.107 %, local_access: 1007720, local_cxl_access: 385956 (38.2999%), remote_access: 35516, remote_access_with_req: 597 (1.68093%), data_move_in: 562, n_data_move_out: 0
I0914 15:38:52.399753 14933 Coordinator.h:237] commit: 71582 abort: 3434 (348/2837/249), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16776, avg network size: 0.234361, si_in_serializable: 0 0 %, local: 50.4903 %, local_access: 1001032, local_cxl_access: 383558 (38.3163%), remote_access: 35393, remote_access_with_req: 582 (1.64439%), data_move_in: 590, n_data_move_out: 0
I0914 15:38:53.400054 14933 Coordinator.h:237] commit: 71730 abort: 3486 (362/2890/234), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16116, avg network size: 0.224676, si_in_serializable: 0 0 %, local: 50.2997 %, local_access: 1001082, local_cxl_access: 384207 (38.3792%), remote_access: 35324, remote_access_with_req: 562 (1.59099%), data_move_in: 609, n_data_move_out: 0
I0914 15:38:54.400370 14933 Coordinator.h:237] commit: 72187 abort: 3340 (343/2774/223), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16476, avg network size: 0.228241, si_in_serializable: 0 0 %, local: 50.0852 %, local_access: 1009964, local_cxl_access: 388168 (38.4338%), remote_access: 35338, remote_access_with_req: 571 (1.61582%), data_move_in: 560, n_data_move_out: 0
I0914 15:38:55.400660 14933 Coordinator.h:237] commit: 71838 abort: 3392 (317/2842/233), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16508, avg network size: 0.229795, si_in_serializable: 0 0 %, local: 50.4566 %, local_access: 1000648, local_cxl_access: 383889 (38.364%), remote_access: 35481, remote_access_with_req: 572 (1.61213%), data_move_in: 576, n_data_move_out: 0
I0914 15:38:56.400986 14933 Coordinator.h:237] commit: 71430 abort: 3440 (352/2838/250), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16348, avg network size: 0.228867, si_in_serializable: 0 0 %, local: 50.1092 %, local_access: 1002846, local_cxl_access: 386112 (38.5016%), remote_access: 35049, remote_access_with_req: 566 (1.61488%), data_move_in: 571, n_data_move_out: 0
I0914 15:38:57.401297 14933 Coordinator.h:237] commit: 71270 abort: 3468 (356/2864/248), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 16444, avg network size: 0.230728, si_in_serializable: 0 0 %, local: 50.289 %, local_access: 996614, local_cxl_access: 383182 (38.4484%), remote_access: 35104, remote_access_with_req: 567 (1.6152%), data_move_in: 570, n_data_move_out: 0
I0914 15:38:58.401612 14933 Coordinator.h:237] commit: 71999 abort: 3539 (365/2939/235), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15144, avg network size: 0.210336, si_in_serializable: 0 0 %, local: 50.0493 %, local_access: 1007133, local_cxl_access: 387652 (38.4906%), remote_access: 35272, remote_access_with_req: 525 (1.48843%), data_move_in: 544, n_data_move_out: 0
I0914 15:38:59.401911 14933 Coordinator.h:237] commit: 71664 abort: 3541 (355/2960/226), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15060, avg network size: 0.210147, si_in_serializable: 0 0 %, local: 50.3698 %, local_access: 997120, local_cxl_access: 382736 (38.3841%), remote_access: 35331, remote_access_with_req: 523 (1.48029%), data_move_in: 497, n_data_move_out: 0
I0914 15:39:00.402230 14933 Coordinator.h:237] commit: 71417 abort: 3373 (344/2806/223), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15520, avg network size: 0.217315, si_in_serializable: 0 0 %, local: 50.3844 %, local_access: 1000479, local_cxl_access: 385570 (38.5385%), remote_access: 35199, remote_access_with_req: 538 (1.52845%), data_move_in: 546, n_data_move_out: 0
I0914 15:39:01.402534 14933 Coordinator.h:237] commit: 71411 abort: 3473 (331/2901/241), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 14868, avg network size: 0.208203, si_in_serializable: 0 0 %, local: 50.2794 %, local_access: 996419, local_cxl_access: 382799 (38.4175%), remote_access: 35214, remote_access_with_req: 517 (1.46817%), data_move_in: 476, n_data_move_out: 0
I0914 15:39:02.402844 14933 Coordinator.h:237] commit: 71340 abort: 3478 (382/2871/225), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 14308, avg network size: 0.200561, si_in_serializable: 0 0 %, local: 50.2173 %, local_access: 998399, local_cxl_access: 384267 (38.4883%), remote_access: 34997, remote_access_with_req: 499 (1.42584%), data_move_in: 537, n_data_move_out: 0
I0914 15:39:03.403134 14933 Coordinator.h:237] commit: 71201 abort: 3432 (354/2835/243), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 14108, avg network size: 0.198143, si_in_serializable: 0 0 %, local: 50.2942 %, local_access: 997832, local_cxl_access: 384587 (38.5423%), remote_access: 35013, remote_access_with_req: 490 (1.39948%), data_move_in: 497, n_data_move_out: 0
I0914 15:39:04.403429 14933 Coordinator.h:237] commit: 71597 abort: 3372 (349/2768/255), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 15164, avg network size: 0.211797, si_in_serializable: 0 0 %, local: 50.5831 %, local_access: 996659, local_cxl_access: 383684 (38.497%), remote_access: 35285, remote_access_with_req: 527 (1.49355%), data_move_in: 517, n_data_move_out: 0
